,project_name,oneliner,git_namespace,git_url,platform,labels,topic,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,field,activity,community,size,total_score
1217,"<a href=""https://github.com/open-sdg/open-sdg.git"" style = ""color: black"">open-sdg</a>",A platform for collecting and disseminating data for the Sustainable Development Goal global indicators.,open-sdg,https://github.com/open-sdg/open-sdg.git,github,,Sustainable Development Goals,"2022/11/07, 16:38:43",48.0,0.0,12.0,True,JavaScript,Open SDG,open-sdg,"JavaScript,HTML,SCSS,Gherkin,Makefile,Ruby,Dockerfile,CSS,Python",https://open-sdg.org,,"2018/11/30, 19:14:43",1441.0,MIT,441.0,2945.0,"2022/11/07, 16:25:16",58.0,971.0,1679.0,340.0,3.0,4.0,0.9,0.2491417361451692,"2022/11/07, 16:48:40",2.1.0,0.0,21.0,False,,False,False,,,https://github.com/open-sdg,,,,,https://avatars.githubusercontent.com/u/45497269?v=4,,,,3.947945205479452,Sustainable Development,3.003067484662577,2.0184049079754605,3.552147239263804,0.8066590176304779
1218,"<a href=""https://github.com/sustainlab-group/sustainbench.git"" style = ""color: black"">SustainBench</a>",Benchmarks for Monitoring the Sustainable Development Goals with Machine Learning.,sustainlab-group,https://github.com/sustainlab-group/sustainbench.git,github,"machine-learning,deep-learning,sustainability,sdgs",Sustainable Development Goals,"2022/08/30, 06:01:15",64.0,0.0,42.0,True,Python,,sustainlab-group,"Python,R,Jupyter Notebook",https://sustainlab-group.github.io/sustainbench,,"2021/08/28, 10:11:50",439.0,MIT,2.0,7.0,"2022/07/06, 01:14:52",7.0,1.0,1.0,1.0,127.0,0.0,0.0,0.1428571428571429,,,0.0,2.0,False,,False,False,,,https://github.com/sustainlab-group,,,,,https://avatars.githubusercontent.com/u/43426653?v=4,,,,1.2027397260273973,Sustainable Development,1.0920245398773005,0.6625766871165644,0.233640081799591,0.1969945492148466
1220,"<a href=""https://github.com/GSA/sdg-indicators-usa.git"" style = ""color: black"">US Sustainable Development Goal indicators</a>",U.S. National Reporting Platform for the Sustainable Development Goals.,GSA,https://github.com/GSA/sdg-indicators-usa.git,github,,Sustainable Development Goals,"2022/10/20, 15:26:10",24.0,0.0,2.0,True,JavaScript,U.S. General Services Administration,GSA,"JavaScript,CSS,HTML,Python,SCSS,Ruby,Makefile",https://sdg.data.gov,,"2016/07/08, 21:20:01",2316.0,CUSTOM,19.0,3091.0,"2022/10/20, 15:29:37",30.0,959.0,1017.0,8.0,21.0,2.0,0.6,0.8189884649511978,,,0.0,52.0,False,,False,True,,,https://github.com/GSA,https://open.gsa.gov,"1800 F Street NW, Washington DC 20405",,,https://avatars.githubusercontent.com/u/643070?v=4,,,,6.345205479452055,Sustainable Development,1.312883435582822,2.6319018404907975,3.6579754601226995,0.7246181279421275
1223,"<a href=""https://github.com/owid/sdg-tracker.org.git"" style = ""color: black"">sdg-tracker.org</a>",Sustainable Development Goals tracker website.,owid,https://github.com/owid/sdg-tracker.org.git,github,,Sustainable Development Goals,"2022/10/12, 11:44:58",22.0,0.0,5.0,True,TypeScript,Our World in Data,owid,"TypeScript,SCSS,JavaScript,HTML",https://sdg-tracker.org/,,"2017/12/15, 13:51:17",1791.0,CUSTOM,71.0,889.0,"2022/04/26, 14:39:33",12.0,26.0,26.0,22.0,198.0,12.0,0.1,0.2108345534407028,,,0.0,7.0,False,,False,False,,,https://github.com/owid,https://ourworldindata.org,,,,https://avatars.githubusercontent.com/u/14187135?v=4,,,,4.906849315068493,Sustainable Development,2.063905930470348,1.3415132924335378,1.7091002044989774,0.48814356199626846
1224,"<a href=""https://github.com/CMUSustainability/SDGmapR.git"" style = ""color: black"">SDGmapR</a>",R functions and datasets related to the mapping of text to the United Nations 17 Sustainable Development Goals.,CMUSustainability,https://github.com/CMUSustainability/SDGmapR.git,github,,Sustainable Development Goals,"2022/05/12, 08:16:10",8.0,0.0,8.0,True,R,,,R,,,"2021/10/03, 00:46:41",404.0,MIT,5.0,51.0,"2022/04/26, 14:39:33",0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0999999999999999,,,0.0,2.0,False,,False,False,,,,,,,,,,,,1.106849315068493,Sustainable Development,1.1600204498977504,0.6083844580777096,0.20910020449897754,0.19529175319653838
1226,"<a href=""https://github.com/dwulff/text2sdg.git"" style = ""color: black"">text2sdg</a>","Multi-system analysis package that identifies SDGs in text, opening up the opportunity to monitor any type of text-based data.",dwulff,https://github.com/dwulff/text2sdg.git,github,,Sustainable Development Goals,"2022/11/10, 08:27:06",7.0,0.0,4.0,True,R,,,R,,",https://doi.org/10.5281/zenodo.5553980,https://doi.org/10.5281/zenodo.5553980\n","2021/04/28, 23:26:35",561.0,MIT,39.0,190.0,"2022/04/26, 14:39:33",1.0,0.0,0.0,0.0,198.0,0.0,0.0,0.3733333333333333,,,0.0,2.0,False,,False,False,,,,,,,,,,,,1.536986301369863,Sustainable Development,1.437116564417178,0.8911042944785276,0.3957055214723926,0.26876038616075465
1227,"<a href=""https://github.com/natcap/invest.git"" style = ""color: black"">InVEST</a>","A family of tools for quantifying the values of natural capital in clear, credible, and practical ways.",natcap,https://github.com/natcap/invest.git,github,"gis,ecosystem-services,geospatial",Sustainable Investment,"2022/11/08, 21:08:47",77.0,0.0,25.0,True,Python,The Natural Capital Project,natcap,"Python,JavaScript,Cython,NSIS,Shell,Makefile,CSS,C++,HTML,AppleScript,PowerShell,Batchfile",,,"2020/01/29, 22:22:07",1016.0,CUSTOM,1646.0,14782.0,"2022/11/08, 21:08:48",153.0,558.0,958.0,345.0,2.0,3.0,1.3,0.6427733065057009,"2022/08/31, 22:04:13",3.12.0,3.0,9.0,False,,False,False,,,https://github.com/natcap,naturalcapitalproject.stanford.edu,United States,,,https://avatars.githubusercontent.com/u/7783885?v=4,,,,2.7835616438356166,Sustainable Development,2.8987730061349697,2.2888548057259714,3.3404907975460123,0.8094700271016144
1228,"<a href=""https://github.com/remindmodel/remind.git"" style = ""color: black"">REMIND</a>","A modular open source multi-regional model incorporating the economy, the climate system and a detailed representation of the energy sector.",remindmodel,https://github.com/remindmodel/remind.git,github,,Sustainable Investment,"2022/11/10, 10:19:55",59.0,0.0,22.0,True,GAMS,REMIND - REgional Model of INvestments and Development,remindmodel,"GAMS,NASL,R,POV-Ray SDL,Shell,Assembly,Python,Makefile,Batchfile",,",https://zenodo.org/badge/latestdoi/226360184","2019/12/06, 15:42:32",1070.0,CUSTOM,1827.0,4326.0,"2022/11/10, 10:19:55",48.0,936.0,1017.0,486.0,0.0,20.0,1.4,0.7894959762812368,"2022/07/04, 14:51:50",v3.0.0,0.0,39.0,False,,False,False,,,https://github.com/remindmodel,https://www.pik-potsdam.de/research/transformation-pathways/models/remind,PIK - Potsdam Institute for Climate Impact Research,,,https://avatars.githubusercontent.com/u/58601121?v=4,,,,2.9315068493150687,Sustainable Development,2.708077709611452,2.76840490797546,3.660531697341513,0.8719586854184578
1229,"<a href=""https://github.com/RaphaelPB/WHAT-IF.git"" style = ""color: black"">WHAT-IF</a>","Water, Hydropower, Agriculture Tool for Investment and Financing decision support tool.",RaphaelPB,https://github.com/RaphaelPB/WHAT-IF.git,github,,Sustainable Investment,"2021/11/15, 18:35:02",14.0,0.0,5.0,True,Python,,,Python,,",https://doi.org/10.5194/hess-23-4129-2019,https://doi.org/10.5194/hess-23-4129-2019","2019/03/15, 12:58:12",1336.0,GPL-3.0,1.0,54.0,"2021/03/03, 14:51:03",0.0,1.0,1.0,0.0,617.0,0.0,0.0,0.0,"2019/09/05, 13:51:14",v1.0,0.0,1.0,False,,False,False,,,,,,,,,,,,3.66027397260274,Sustainable Development,1.4222903885480571,0.30265848670756645,0.19529652351738241,0.18462744492193703
1232,"<a href=""https://github.com/ScienceBasedTargets/SBTi-finance-tool.git"" style = ""color: black"">SBTi Temperature Alignment tool</a>","Helps companies and financial institutions to assess the temperature alignment of current targets, commitments, and investment and lending portfolios, and to use this information to develop targets for official validation.",OFBDABV,https://github.com/ScienceBasedTargets/SBTi-finance-tool.git,github,"suistainable,finance,portfolio,climate-science,climate-model,climate-data",Sustainable Investment,"2022/09/15, 08:23:56",39.0,0.0,13.0,True,Python,Science Based Targets initiative,ScienceBasedTargets,Python,https://sciencebasedtargets.org/,,"2020/05/25, 11:19:22",899.0,MIT,30.0,804.0,"2022/09/15, 08:23:57",7.0,133.0,279.0,31.0,56.0,1.0,0.9,0.5617529880478087,"2022/09/15, 08:26:43",v1.0.4,0.0,14.0,False,,True,True,,,https://github.com/ScienceBasedTargets,https://sciencebasedtargets.org/sectors/financial-institutions,,,,https://avatars.githubusercontent.com/u/92389205?v=4,,,,2.463013698630137,Sustainable Development,2.442229038854806,2.2724948875255624,2.6993865030674846,0.7109800874032731
1234,"<a href=""https://github.com/fund-model/MimiFUND.jl.git"" style = ""color: black"">MimiFUND.jl</a>",Used to perform cost-benefit and cost-effectiveness analyses of greenhouse gas emission reduction policies.,fund-model,https://github.com/fund-model/MimiFUND.jl.git,github,,Sustainable Investment,"2022/10/14, 12:59:44",35.0,0.0,9.0,True,Jupyter Notebook,,fund-model,"Jupyter Notebook,Julia",www.fund-model.org,,"2012/03/21, 17:15:55",3886.0,MIT,18.0,642.0,"2022/10/21, 06:25:31",5.0,108.0,108.0,10.0,20.0,5.0,0.1,0.3890977443609023,"2021/07/06, 19:05:49",v3.13.0,0.0,10.0,False,,False,False,,,https://github.com/fund-model,www.fund-model.org,,,,https://avatars.githubusercontent.com/u/1495727?v=4,,,,10.646575342465754,Sustainable Development,1.670756646216769,1.6564417177914113,2.2903885480572597,0.5348498419202162
1235,"<a href=""https://github.com/opentaps/open-climate-investing.git"" style = ""color: black"">open-climate-investing</a>",Application and data for analyzing and structuring portfolios for climate investing.,opentaps,https://github.com/opentaps/open-climate-investing.git,github,"finance,stock-market,stock,factor-analysis,fama-french,modern-portfolio-theory,modern-portfolio-analysis,hacktoberfest,hacktoberfest2021,climate-change,climate-data,esg",Sustainable Investment,"2022/10/20, 23:35:16",26.0,0.0,18.0,True,JavaScript,,opentaps,"JavaScript,Python,R,Shell,HTML,CSS",https://climate-investing-book.opensourcestrategies.com/v/main/book,,"2021/08/09, 18:53:57",458.0,AGPL-3.0,334.0,618.0,"2022/07/14, 20:52:32",9.0,1.0,22.0,13.0,119.0,0.0,0.0,0.5111111111111111,"2022/02/09, 00:46:00",release-1.0,0.0,6.0,False,,False,False,,,https://github.com/opentaps,,,,,https://avatars.githubusercontent.com/u/79276703?v=4,,,,1.2547945205479452,Sustainable Development,2.56799591002045,1.3558282208588959,1.221881390593047,0.49670075745265097
1236,"<a href=""https://github.com/NREL/ssc.git"" style = ""color: black"">SSC</a>",Contains the source code for the technology and financial models contained within the National Renewable Energy Laboratory's System Advisor Model.,NREL,https://github.com/NREL/ssc.git,github,,Sustainable Investment,"2022/11/10, 18:34:26",65.0,0.0,14.0,True,C++,National Renewable Energy Laboratory,NREL,"C++,C,PowerBuilder,CMake,Batchfile,Makefile,HTML,M4,Shell,Python",,,"2017/06/13, 18:40:17",1976.0,BSD-3-Clause,810.0,9977.0,"2022/11/10, 18:34:32",56.0,602.0,871.0,314.0,0.0,2.0,0.9,0.7644058450510063,"2022/06/07, 05:50:17",2021.12.02.r2.ssc.274,0.0,29.0,False,,False,True,,,https://github.com/NREL,http://www.nrel.gov,"Golden, CO",,,https://avatars.githubusercontent.com/u/1906800?v=4,,,,5.413698630136986,Sustainable Development,2.598670756646217,2.6247443762781186,3.6186094069529653,0.8420089233870511
1237,"<a href=""https://github.com/os-climate/os_c_data_commons.git"" style = ""color: black"">OS-Climate Data Commons</a>","Collect, normalize and integrate climate and ESG data from public and private sources.",os-climate,https://github.com/os-climate/os_c_data_commons.git,github,,Sustainable Investment,"2022/11/09, 16:06:35",10.0,0.0,8.0,True,,OS-Climate,os-climate,,,,"2021/06/02, 19:16:52",526.0,Apache-2.0,29.0,95.0,"2022/11/09, 16:06:36",90.0,22.0,136.0,74.0,1.0,0.0,0.0,0.5777777777777777,,,1.0,5.0,False,,False,False,,,https://github.com/os-climate,os-climate.org,,,,https://avatars.githubusercontent.com/u/85121681?v=4,,,,1.441095890410959,Sustainable Development,1.4427402862985685,1.3752556237218814,1.3875255623721883,0.40639511185471683
1239,"<a href=""https://github.com/Yuanchao-Xu/gfer.git"" style = ""color: black"">gfer</a>",Designed for green finance and environmental risk research focused on data collecting and analyzing in green finance and environmental risk research and analysis.,Yuanchao-Xu,https://github.com/Yuanchao-Xu/gfer.git,github,"green-finance,data-scraping,data-analysis,stock-data,environmental-risk,corporate-social-responsibility,csr",Sustainable Investment,"2022/02/06, 15:24:11",7.0,0.0,2.0,True,R,,,R,https://yuanchao-xu.github.io/gfer/,,"2016/12/10, 13:43:16",2161.0,Apache-2.0,3.0,108.0,"2022/11/09, 16:06:36",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,5.920547945205479,Sustainable Development,0.45194274028629855,0.30265848670756645,0.20552147239263804,0.0938035167525333
1240,"<a href=""https://github.com/wikirate/wikirate.git"" style = ""color: black"">WikiRate</a>","Facilitates research and analysis on complex topics in collaboration with partners, to make ESG data open, comparable and useful for all.",wikirate,https://github.com/wikirate/wikirate.git,github,,Sustainable Investment,"2022/11/10, 17:50:50",12.0,0.0,5.0,True,Ruby,,wikirate,"Ruby,CoffeeScript,Haml,SCSS,JavaScript,Gherkin,HTML",,,"2014/01/13, 22:29:39",3223.0,CUSTOM,1326.0,13607.0,"2022/11/10, 17:50:51",3.0,1465.0,1465.0,154.0,0.0,3.0,0.0,0.3741563248421511,"2021/01/08, 20:54:55",v0.26.0,0.0,9.0,False,,False,False,,,https://github.com/wikirate,,,,,https://avatars.githubusercontent.com/u/8244867?v=4,,,,8.830136986301369,Sustainable Development,2.2765848670756648,1.341002044989775,3.4335378323108383,0.6521406595864562
1241,"<a href=""https://github.com/ClimateWatch-Vizzuality/climate-watch.git"" style = ""color: black"">Climate Watch</a>","Offers open data, visualizations and analysis to help policymakers, researchers and other stakeholders gather insights on countries' climate progress.",ClimateWatch-Vizzuality,https://github.com/ClimateWatch-Vizzuality/climate-watch.git,github,"climate,data,react,rails,postgresql",Knowledge Platforms,"2022/11/08, 13:29:24",25.0,0.0,0.0,True,JavaScript,,ClimateWatch-Vizzuality,"JavaScript,Ruby,SCSS,PLpgSQL,HCL,HTML,Shell,Dockerfile,CSS,Smarty,CoffeeScript",https://www.climatewatchdata.org,,"2017/07/25, 07:51:14",1934.0,MIT,449.0,8658.0,"2022/10/27, 07:35:45",0.0,1634.0,1634.0,117.0,14.0,0.0,0.0,0.621670592498641,"2022/10/26, 08:22:02",v.2.19.0,0.0,25.0,False,,False,False,,,https://github.com/ClimateWatch-Vizzuality,,,,,https://avatars.githubusercontent.com/u/41366936?v=4,,,,5.298630136986302,Sustainable Development,2.9544989775051125,1.915644171779141,3.70040899795501,0.802921714501229
1242,"<a href=""https://github.com/lf-energy/lfenergy-landscape.git"" style = ""color: black"">Linux Foundation Energy Landscape</a>","This landscape is intended as a map to explore the open source projects in the energy sector, and also shows the member companies of the LF Energy Foundation.",lf-energy,https://github.com/lf-energy/lfenergy-landscape.git,github,landscape,Knowledge Platforms,"2022/11/08, 12:20:40",15.0,0.0,9.0,True,Shell,LF Energy,lf-energy,Shell,https://landscape.lfenergy.org,,"2019/09/04, 15:01:29",1163.0,Apache-2.0,607.0,2037.0,"2022/11/08, 12:20:42",2.0,693.0,696.0,325.0,2.0,2.0,0.0,0.4082051282051282,,,0.0,16.0,False,,False,False,,,https://github.com/lf-energy,https://lfenergy.org,,,,https://avatars.githubusercontent.com/u/53205155?v=4,,,,3.186301369863014,Sustainable Development,2.165644171779141,1.5690184049079754,3.3169734151329244,0.6575028338549219
1246,"<a href=""https://github.com/ProjectDrawdown/solutions.git"" style = ""color: black"">ProjectDrawdown</a>","The mission of Project Drawdown is to help the world reach ""Drawdown""— the point in the future when levels of greenhouse gases in the atmosphere stop climbing and start to steadily decline, thereby stopping catastrophic climate change — as quickly, safely, and equitably as possible.",ProjectDrawdown,https://github.com/ProjectDrawdown/solutions.git,github,"climate-solutions,climate,climate-change,climate-model,climate-change-mitigation,drawdown",Knowledge Platforms,"2022/10/10, 19:38:56",180.0,0.0,47.0,True,Python,Project Drawdown,ProjectDrawdown,"Python,Jupyter Notebook,Visual Basic .NET,HTML,Shell,Makefile",https://www.drawdown.org/,,"2020/02/08, 05:28:32",1006.0,CUSTOM,117.0,2312.0,"2022/10/10, 19:38:56",68.0,343.0,472.0,29.0,31.0,4.0,0.3,0.5274135876042908,"2022/06/30, 06:43:11",v0.25,4.0,29.0,False,,True,True,,,https://github.com/ProjectDrawdown,https://drawdown.org/,,,,https://avatars.githubusercontent.com/u/55551762?v=4,,,,2.756164383561644,Sustainable Development,2.4498977505112474,2.203476482617587,3.331288343558282,0.7567162314333826
1247,"<a href=""https://github.com/NOAAGov/NOAA-Affiliated-Projects.git"" style = ""color: black"">NOAA-Affiliated-Projects</a>",A list of GitHub accounts and repositories that are contributed to by National Oceanic and Atmospheric Administration staff from line offices and/or staff office throughout the organization.,NOAAGov,https://github.com/NOAAGov/NOAA-Affiliated-Projects.git,github,,Knowledge Platforms,"2022/11/01, 19:39:48",40.0,0.0,16.0,True,,National Oceanic and Atmospheric Administration,NOAAGov,,,,"2017/10/30, 17:58:44",1837.0,CUSTOM,3.0,75.0,"2022/11/01, 19:39:57",0.0,24.0,29.0,4.0,9.0,0.0,0.0,0.9117647058823528,,,0.0,21.0,False,,False,False,,,https://github.com/NOAAGov,http://www.noaa.gov/,,,,https://avatars.githubusercontent.com/u/32935149?v=4,,,,5.032876712328767,Sustainable Development,0.8819018404907975,2.041922290388548,1.5301635991820042,0.44009036237343596
1250,"<a href=""https://github.com/EnvironmentOntology/envo.git"" style = ""color: black"">ENVO</a>",A community-driven ontology for the representation of environments.,EnvironmentOntology,https://github.com/EnvironmentOntology/envo.git,github,"obofoundry,environment,ecology,ontology,ecoinformatics,data-science,data-management,sustainable-development-goals,esip,earth-science,planetary-science,semantics",Knowledge Platforms,"2022/08/19, 00:09:16",105.0,0.0,24.0,True,Makefile,The Environment Ontology,EnvironmentOntology,"Makefile,HTML,Prolog,Shell,Perl,Raku",http://www.environmentontology.org,",https://zenodo.org/badge/latestdoi/13996/EnvironmentOntology/envo","2015/03/28, 19:22:08",2784.0,CC0-1.0,199.0,1984.0,"2022/08/18, 16:50:09",469.0,293.0,908.0,221.0,84.0,7.0,0.3,0.5428740390301596,"2021/05/19, 11:41:06",v2021-05-14,0.0,27.0,False,,False,True,,,https://github.com/EnvironmentOntology,http://www.environmentontology.org,,,,https://avatars.githubusercontent.com/u/11706544?v=4,,,,7.627397260273972,Sustainable Development,2.738241308793456,2.201431492842536,3.3456032719836397,0.7849243381991178
1251,"<a href=""https://github.com/petermr/climate.git"" style = ""color: black"">Open Climate Knowledge</a>",An open research project for data mining Open Access papers related to Climate Change.,petermr,https://github.com/petermr/climate.git,github,,Knowledge Platforms,"2022/08/15, 09:14:47",20.0,0.0,3.0,True,,,,,,",https://doi.org/10.25815/eb9f-ad48,https://doi.org/10.5281/zenodo.3517114,https://doi.org/10.25815/eqne-xc82\n\n##,https://doi.org/10/gf64mq,https://doi.org/10/gf64mq","2019/08/29, 13:56:29",1169.0,Apache-2.0,4.0,175.0,"2020/01/27, 08:50:22",30.0,6.0,9.0,0.0,1018.0,0.0,0.0,0.2040816326530612,,,0.0,3.0,False,,False,False,,,,,,,,,,,,3.202739726027397,Sustainable Development,1.3522494887525562,0.8072597137014315,0.7397750511247443,0.28006187388605314
