project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
TreeQSM,Quantitative Structure Models of Single Trees from Laser Scanner Data.,InverseTampere,https://github.com/InverseTampere/TreeQSM.git,github,,Life Forms and Biodiversity,2022-01-27 20:54,50,0,12,,MATLAB,InverseTampere,Inverse Tampere,"MATLAB,M",,2017-08-17 10:39,CUSTOM,0,70,2019-11-04 06:50,5,0,1,0,0.00000000,0.00000000,2020-08-18 14:34,v2.4.0,0,1,,,,,https://avatars.githubusercontent.com/u/27767416?v=4,
goat,A tool capable of modeling walking and cycling accessibility.,goat-community,https://github.com/goat-community/goat.git,github,"accessibility-analysis,isochrones,walking,cycling,accessiblity-scenarios,mobility",Mobility and Transportation,2022-02-20 16:19,50,0,27,checked,Vue,goat-community,GOAT-Community,"Vue,PLpgSQL,JavaScript,Python,Makefile,SCSS,Dockerfile,Shell,HTML,Batchfile",,2018-09-30 11:09,GPL-3.0,369,4777,2022-02-18 07:40,118,588,1133,2,0.00000000,0.51032165,2021-07-31 18:59,v1.0.1,0,15,,,,,https://avatars.githubusercontent.com/u/58163984?v=4,
"Cryosphere Software, Data and Tools","A prototype of a curated list of awesome data sources, models, tools and organizations related to the Cryosphere and its subspheres.",awesome-cryosphere,https://github.com/awesome-cryosphere/cryosphere-links.git,github,"cryosphere,glaciers,sea-ice,snow,permafrost,ice-sheets,awesome-list",Curated Lists,2021-12-16 14:25,50,0,50,checked,,awesome-cryosphere,Awesome Cryosphere,,,2021-05-25 13:33,CC0-1.0,34,43,2022-01-19 21:50,0,30,31,0,0.20000000,0.65853659,,,0,21,,,,,https://avatars.githubusercontent.com/u/84785608?v=4,
climate,The goal of the climate R package is to automatize downloading of meteorological and hydrological data from publicly available repositories.,bczernecki,https://github.com/bczernecki/climate.git,github,"climate,climate-data,meteorological-data,meteorology,ogimet,imgw,sounding,r,noaa-data",Climate and Earth Science,2022-01-21 03:44,50,0,16,checked,R,ropensci,,R,https://github.com/bczernecki/climate,2019-07-17 19:49,CUSTOM,28,287,2022-02-04 21:45,6,22,67,0,1.10000000,0.52569170,2021-09-17 14:00,v1.0.3,0,3,,,,,https://avatars.githubusercontent.com/u/1200269?v=4,
BuildingSystems,"The Modelica open source BuildingSystems library is developed for dynamic simulation of the energetic behavior of single rooms, buildings and whole districts.",UdK-VPT,https://github.com/UdK-VPT/BuildingSystems.git,github,"modelica,building,energy,simulation",Buildings and Cities,2022-01-23 08:14,50,0,9,checked,Modelica,UdK-VPT,UdK-VPT,"Modelica,Motoko,Python,HTML,JavaScript,C,CSS,Java,TeX,Batchfile,Makefile,Shell",http://modelica-buildingsystems.de/,2015-11-09 09:17,BSD-3-Clause,23,712,2022-02-15 14:35,27,92,145,2,0.10000000,0.41983471,,,0,10,,,,,https://avatars.githubusercontent.com/u/10708399?v=4,
docile-charge-point,Scriptable OCPP charge point simulator and test tool.,NewMotion,https://github.com/NewMotion/docile-charge-point.git,github,"ocpp,emobility,testing,charging-station,dsl,scala",Mobility and Transportation,2022-01-30 00:22,50,0,18,checked,Scala,NewMotion,NewMotion,"Scala,Dockerfile",,2018-04-04 15:33,GPL-3.0,1,183,2022-01-20 16:29,7,16,19,3,0.40000000,0.37931034,,,0,8,,,,,https://avatars.githubusercontent.com/u/799802?v=4,
Carbon free energy for Google Cloud regions,Contains sustainability characteristics of Google Cloud regions in a machine readable format.,GoogleCloudPlatform,https://github.com/GoogleCloudPlatform/region-carbon-info.git,github,"google-cloud,carbon-emissions,carbon-free",Computation and Communication,2022-02-15 13:00,49,0,49,checked,,GoogleCloudPlatform,Google Cloud Platform,,,2021-03-17 03:42,Apache-2.0,17,23,2021-08-03 23:22,0,0,1,0,0.00000000,0.00000000,,,0,1,,,,checked,https://avatars.githubusercontent.com/u/2810941?v=4,
GasModels.jl,A Julia/JuMP Package for Gas Network Optimization.,lanl-ansi,https://github.com/lanl-ansi/GasModels.jl.git,github,"gas-network-formulations,optimization,gas-flow,network",Hydrogen,2022-01-25 14:08,49,0,7,checked,Julia,lanl-ansi,advanced network science initiative,"Julia,MATLAB",https://lanl-ansi.github.io/GasModels.jl/latest/,2016-08-29 16:01,CUSTOM,17,975,2021-11-17 20:08,42,98,196,0,1.20000000,0.57714959,2021-03-02 19:42,v0.9.0,0,8,,,,,https://avatars.githubusercontent.com/u/17053288?v=4,
Awesome Coastal,A curated list of awesome resources for coastal engineers and scientists.,chrisleaman,https://github.com/chrisleaman/awesome-coastal.git,github,"awesome,coastal,beaches,coastal-modelling,coastal-engineering",Curated Lists,2021-12-09 12:20,49,0,14,checked,,CUTR-at-USF,,,,2019-05-07 23:47,CC0-1.0,0,32,2021-08-31 05:36,6,3,24,0,0.00000000,0.11111111,,,0,5,,,,,https://avatars.githubusercontent.com/u/1372220?v=4,
COSIMA,Ocean and sea-ice model analysis tools and examples.,COSIMA,https://github.com/COSIMA/cosima-cookbook.git,github,"ocean,mom,analysis",Salt and Fresh Water,2022-01-14 10:38,49,0,7,checked,Python,COSIMA,COSIMA,"Python,Mako",,2017-03-15 01:01,Apache-2.0,24,428,2021-11-22 03:01,27,130,247,0,1.80000000,0.69206349,2020-06-26 06:33,0.4.0,0,10,,,,,https://avatars.githubusercontent.com/u/12704607?v=4,
SimBench,The objective of the research project SimBench is the development of a benchmark dataset to support research in grid planning and operation.,e2nIEE,https://github.com/e2nIEE/simbench.git,github,,Energy Distribution and Grids,2022-01-31 14:36,48,6,12,checked,Python,e2nIEE,,Python,https://simbench.de/en/,2019-05-13 14:10,CUSTOM,19,69,2022-02-14 16:22,3,3,19,0,0.00000000,0.00000000,2021-11-26 10:45,v1.3.0,0,1,,,,checked,https://avatars.githubusercontent.com/u/40853245?v=4,"maximilianboehm/ba_boehm,m-junaidaslam/Pandapower-Youtube-Tutorials,nitbharambe/cap-map,Pyosch/vpplib,tkarndt/commtailment,Jst3p/ASCIIDeluxe"
Gieß den Kiez,Enable coordinated citizen participation in the irrigation of urban trees.,technologiestiftung,https://github.com/technologiestiftung/giessdenkiez-de.git,github,"citylab-berlin,trees,watering,rain,community,map,berlin,open-data",Life Forms and Biodiversity,2022-02-07 12:25,48,0,26,checked,TypeScript,technologiestiftung,Technologiestiftung Berlin,"TypeScript,JavaScript,EJS,HTML",https://www.giessdenkiez.de,2019-08-06 09:24,MIT,405,1310,2022-01-18 08:51,56,208,338,14,0.30000000,0.63685932,2020-05-19 07:49,v1.0.0,0,13,,,,,https://avatars.githubusercontent.com/u/16606790?v=4,
soilDB,Simplified Access to NCSS Soil Databases.,ncss-tech,https://github.com/ncss-tech/soilDB.git,github,"nrcs,usda,soil,soil-survey,sql,nasis,soil-data-access,soilweb,kssl",Soil and Land,2022-02-03 12:29,47,0,17,checked,R,ncss-tech,ncss-tech,R,http://ncss-tech.github.io/soilDB/,2016-03-23 21:51,CC-BY-4.0,406,2339,2022-02-11 17:37,32,61,200,3,0.00000000,0.42380353,2022-01-31 15:20,2.6.13,0,8,,,,,https://avatars.githubusercontent.com/u/10520265?v=4,
oemof,"Open Energy Modelling Framework - A Python toolbox for energy system modeling and optimization. A community driven, modular, flexible and generic software project.",oemof,https://github.com/oemof/oemof.git,github,,Energy Modeling and Optimization,2022-02-06 00:41,47,36,17,,Python,oemof,oemof community,"Python,Batchfile",https://oemof.org,2016-04-20 12:33,MIT,0,77,2021-02-18 12:31,32,10,67,3,0.70000000,0.60377358,,,0,9,,,,checked,https://avatars.githubusercontent.com/u/8503379?v=4,"Fernando3161/EnergyMarketsSimulation,illacceptanything/illacceptanything,znes/oemof-barbados,oemof-heat/educational_project,rl-institut/oemof-B3,brizett/reegis_hp,znes/HESYSOPT,oemof-heat/energy-system-planning-workshop,greco-project/pvcompare,FlexiGIS/FlexiGIS,znes/angus-scenarios,jakob-wo/CoolProp_Examples,modex-flexmex/oemof-flexmex,rl-institut/smooth,oemof/oemof-thermal,oemof/oemof-db,open-fred/cli,binduvr/LOGiC,rl-institut/multi-vector-simulator,smartie2076/oemof_workshop,rl-institut/workshop,rl-institut/offgridders,rl-institut/WAM_APP_vdi,oemof-heat/released_examples,oemof/oemof-tabular,rl-institut/WAM_APP_stemp_abw,uvchik/reegis_phd,gplssm/elesplan_m_EMP-2018,reegis/berlin_hp,windnode/WindNODE_ABW,reegis/deflex,rl-institut/appBBB,rl-institut/smenos,windnode/WindNODE_KWUM,gplssm/europepstrans,reegis/reegis"
MAgPIE,Model of Agricultural Production and its Impact on the Environment.,magpiemodel,https://github.com/magpiemodel/magpie.git,github,"magpie,pik,gams,land",Agriculture and Nutrition,2022-02-18 08:28,47,0,15,checked,GAMS,magpiemodel,Model of Agricultural Production and its Impact on the Environment,"GAMS,R,TeX,Dockerfile,Shell",,2018-05-30 11:00,CUSTOM,990,6576,2022-02-16 08:05,5,341,351,2,2.90000000,0.72165141,2021-12-13 12:32,v4.4.0,0,20,,,,,https://avatars.githubusercontent.com/u/23235810?v=4,
ODM2,"An information model and supporting software ecosystem for feature-based earth observations, designed for interoperability among disciplines.",ODM2,https://github.com/ODM2/ODM2.git,github,"odm2,earth-observations",Climate and Earth Science,2021-12-13 21:17,47,0,3,,TSQL,ODM2,Observations Data Model 2,"TSQL,PLpgSQL,PLSQL,Python,SQLPL",,2013-10-13 04:46,CUSTOM,0,628,2020-03-18 18:49,58,31,108,2,0.00000000,0.45067698,2020-03-18 19:25,v2.0.1,0,9,,,,,https://avatars.githubusercontent.com/u/12091612?v=4,
cf-python,A CF-compliant Earth Science data analysis library.,NCAS-CMS,https://github.com/NCAS-CMS/cf-python.git,github,"cf,metadata,python3,netcdf,um,pp,cfdm,cfunits,data-analysis,python-3",Climate and Earth Science,2022-02-06 01:13,47,14,23,checked,Python,NCAS CMS,NCAS-CMS,"Python,C,Shell,Makefile,Dockerfile",http://ncas-cms.github.io/cf-python,2019-09-13 08:57,MIT,376,1825,2022-02-15 03:34,66,145,254,5,2.00000000,0.49234488,2022-01-17 23:38,v3.12.0,0,8,,,checked,checked,https://avatars.githubusercontent.com/u/31280705?v=4,"nunesotavio/GestaoQualidadeAr_SC,NIVANorge/s-enda-playground,illacceptanything/illacceptanything,jreniel/pyschism-sciclone-tests,jan-de-trop/Customer-Relationship-Prediction,cedadev/rabbit-fbi-indexer,ajheaps/cf-view,Wangsherpa/Customer-Relationship-Prediction,unifhy-org/unifhy,schism-dev/pyschism,ajheaps/cf-plot,cp4cds/qcapp,cedadev/compliance-check-lib,ES-DOC/esdoc-cdf2cim"
pandapipes,"A pipeflow calculation tool that complements pandapower in the simulation of multi energy grids, in particular heat and gas networks.",e2nIEE,https://github.com/e2nIEE/pandapipes.git,github,,Hydrogen,2022-01-06 13:36,47,2,16,checked,Python,e2nIEE,,"Python,Jupyter Notebook",https://www.pandapipes.org,2020-02-03 15:04,CUSTOM,107,1037,2022-02-18 09:29,48,257,290,8,0.00000000,0.65316901,2022-02-07 15:04,v0.6.0,0,8,,,,checked,https://avatars.githubusercontent.com/u/40853245?v=4,"hoangtranthe/JRA-1.1-multi-energy,ERIGrid2/benchmark-model-multi-energy-networks"
project1,Creates open source software that builds the basis of next generation computing tools for the design and operation of building and district energy and control systems.,ibpsa,https://github.com/ibpsa/project1.git,github,"ibpsa,modelica,bim,simulation,optimization,mpc",Buildings and Cities,2021-12-01 15:02,47,0,2,checked,Modelica,ibpsa,IBPSA,"Modelica,HTML,Python,CSS,TeX,Batchfile,Jupyter Notebook,Makefile,JavaScript,SCSS,Shell",,2016-07-29 05:49,BSD-3-Clause,53,647,2021-11-15 15:27,8,32,41,1,0.10000000,0.59402460,,,0,27,,,,,https://avatars.githubusercontent.com/u/16223588?v=4,
LISFLOOD,"A spatially distributed water resources model, developed by the Joint Research Centre of the European Commission since 1997.",ec-jrc,https://github.com/ec-jrc/lisflood-code.git,github,"flood,forecasting,environmental-modelling,lisflood,lisvap,efas,glofas,cordex,copernicus",Water Supply,2022-01-28 11:29,46,0,18,checked,Python,ec-jrc,"European Commission, Joint Research Centre (JRC)","Python,Shell,Dockerfile",https://ec-jrc.github.io/lisflood,2018-10-24 14:43,EUPL-1.2,28,385,2022-02-16 00:49,12,29,79,3,0.20000000,0.51562500,2021-07-12 22:06,v3.1.1,0,12,,,,,https://avatars.githubusercontent.com/u/39263635?v=4,
SustainBench,Benchmarks for Monitoring the Sustainable Development Goals with Machine Learning.,sustainlab-group,https://github.com/sustainlab-group/sustainbench.git,github,"machine-learning,deep-learning,sustainability,sdgs",Environmental Knowledge Platforms,2022-02-21 01:46,46,0,46,checked,Python,,sustainlab-group,"Python,R,Jupyter Notebook",https://sustainlab-group.github.io/sustainbench,2021-08-28 10:11,MIT,5,5,2021-10-05 19:59,7,0,0,0,0.00000000,0.20000000,,,0,2,,,,,https://avatars.githubusercontent.com/u/43426653?v=4,
Resource Watch,Features hundreds of data sets all in one place on the state of the planet's resources and citizens.,resource-watch,https://github.com/resource-watch/resource-watch.git,github,"react,mapbox,nextjs,datasets,wri-api,climate-change,typescript",Environmental Knowledge Platforms,2022-02-16 14:47,46,0,14,checked,JavaScript,resource-watch,Resource Watch,"JavaScript,SCSS,TypeScript,HTML,Dockerfile,Shell,CSS",http://resourcewatch.org,2017-05-17 14:25,MIT,888,8527,2022-02-17 16:30,5,1986,1989,4,0.00000000,0.56887713,,,0,31,,,,,https://avatars.githubusercontent.com/u/18593980?v=4,
FlexMeasures,"A platform for building energy flexibility services with forecasting and scheduling, written in Python & offering a USEF-conform API.",SeitaBV,https://github.com/FlexMeasures/flexmeasures.git,github,"energy,energy-data,energy-flexibility,backend,machine-learning",Energy Monitoring and Control,2022-02-20 21:39,46,1,27,checked,Python,FlexMeasures,FlexMeasures,"Python,HTML,CSS,JavaScript,Shell,Jinja,Makefile,Mako",https://flexmeasures.io,2020-12-04 13:11,Apache-2.0,220,769,2022-02-18 23:16,44,221,323,2,1.20000000,0.48414986,2022-01-25 13:12,v0.8.0,4,4,,,,,https://avatars.githubusercontent.com/u/75485874?v=4,SeitaBV/flexmeasures-openweathermap
REopt_Lite_API,"Offers a subset of features from NREL's more comprehensive REopt model. Both models provide concurrent, multiple technology integration and optimization capabilities to help organizations meet their cost savings and energy performance goals.",NREL,https://github.com/NREL/REopt_API.git,github,"nrel,renewable-energy,optimization,reopt-lite-api",Energy Modeling and Optimization,2022-02-01 13:12,46,0,20,checked,Python,NREL,National Renewable Energy Laboratory,"Python,PowerBuilder,Julia,Shell,HTML,Ruby,Roff,Dockerfile",https://developer.nrel.gov/docs/energy-optimization/reopt/v1,2018-12-17 21:24,BSD-3-Clause,827,2807,2022-02-03 17:38,19,273,287,2,0.70000000,0.57685590,2021-12-22 18:45,v1.9.1,0,15,,,,checked,https://avatars.githubusercontent.com/u/1906800?v=4,
plant,A package for modeling forest trait ecology and evolution.,traitecoevo,https://github.com/traitecoevo/plant.git,github,"ecology,evolution,demography,plant-physiology,c-plus-plus,r,trait,dynamic,simulation,science-research,forests",Life Forms and Biodiversity,2022-01-26 12:22,46,0,10,checked,C++,traitecoevo,Trait Ecology and Evolution,"C++,R,Makefile,Dockerfile,CSS,Shell",https://traitecoevo.github.io/plant,2013-04-16 00:30,GPL-3.0,27,1499,2022-02-16 14:44,54,60,279,2,2.80000000,0.25341530,2021-02-25 01:32,v2.0.0,0,7,,,,,https://avatars.githubusercontent.com/u/11747619?v=4,
cf-conventions,The conventions for CF (Climate and Forecast) metadata are designed to promote the processing and sharing of files created with the NetCDF API.,cf-convention,https://github.com/cf-convention/cf-conventions.git,github,,Climate and Earth Science,2022-02-19 02:01,46,0,14,checked,,cf-convention,CF Conventions,,http://cfconventions.org/cf-conventions/cf-conventions,2015-06-04 10:35,AGPL-3.0,209,1152,2022-02-09 14:58,56,186,299,4,0.40000000,0.74560375,2021-09-10 14:50,1.9.0,0,32,,,checked,checked,https://avatars.githubusercontent.com/u/6909709?v=4,
Open Energy Platform,"Aims to ensure quality, transparency and reproducibility in energy system research. It is a collection of various tools and information and that help working with energy-related data.",OpenEnergyPlatform,https://github.com/OpenEnergyPlatform/oeplatform.git,github,"oep,django,rest-api,energy,database,open-energy-family,open-data",Energy Modeling and Optimization,2022-01-18 22:15,46,0,11,checked,JavaScript,OpenEnergyPlatform,Open Energy Family,"JavaScript,Python,HTML,CSS,Shell,Dockerfile,SCSS,Mako",http://openenergy-platform.org/,2015-11-20 14:21,AGPL-3.0,179,2717,2022-01-27 12:33,220,233,661,11,0.30000000,0.30082988,2021-09-27 07:06,v0.9.4,0,29,,,,checked,https://avatars.githubusercontent.com/u/37101913?v=4,
RTE+RRTMGP,A set of codes for computing radiative fluxes in planetary atmospheres.,earth-system-radiation,https://github.com/earth-system-radiation/rte-rrtmgp.git,github,"radiative-transfer,climate-model",Atmosphere,2022-01-25 17:44,46,0,17,checked,Fortran,earth-system-radiation,,"Fortran,Python,Makefile,Shell",,2018-06-28 16:14,BSD-3-Clause,8,230,2022-01-28 18:22,12,120,145,3,0.80000000,0.32160804,2021-12-02 18:23,v1.5,0,6,,,,checked,https://avatars.githubusercontent.com/u/61439532?v=4,
ipcc_sr15_scenario_analysis,Scenario analysis notebooks for the IPCC Special Report on Global Warming of 1.5°C.,iiasa,https://github.com/iiasa/ipcc_sr15_scenario_analysis.git,github,"ipcc,sr15,climate-change,climate-change-mitigation,scenario,pathway-analysis,integrated-assessment",Climate and Earth Science,2022-02-07 12:39,46,0,11,,Jupyter Notebook,iiasa,IIASA,"Jupyter Notebook,TeX,Python",https://data.ene.iiasa.ac.at/sr15_scenario_analysis,2018-10-14 20:40,Apache-2.0,0,47,2020-09-12 05:53,15,7,24,0,0.00000000,0.00000000,2020-04-06 05:31,v2.0.2_pyam_v0.5,1,1,,,,,https://avatars.githubusercontent.com/u/15230149?v=4,
The Community Emissions Data System,Produces consistent estimates of global air emissions species over the industrial era (1750 - present).,JGCRI,https://github.com/JGCRI/CEDS.git,github,"emissions,data",Emission Observation and Modeling,2022-01-13 15:33,46,0,13,checked,R,JGCRI,Joint Global Change Research Institute,"R,Makefile,Shell,Batchfile",http://www.globalchange.umd.edu/ceds/,2017-09-07 21:53,CUSTOM,3,1759,2021-10-12 13:12,7,11,33,0,0.00000000,0.65507246,2021-05-05 22:21,2021_4_21_Release,0,13,,,,,https://avatars.githubusercontent.com/u/8431983?v=4,
ClimateMARGO.jl,"A Julia implementation of MARGO, an idealized framework for optimization of climate change control strategies.",ClimateMARGO,https://github.com/ClimateMARGO/ClimateMARGO.jl.git,github,,Climate and Earth Science,2022-02-07 21:21,45,0,19,checked,Julia,ClimateMARGO,ClimateMARGO,Julia,,2020-05-25 16:43,MIT,32,229,2022-01-12 21:27,18,54,66,4,0.20000000,0.08457711,2022-01-12 21:45,v0.3.2,1,3,,,,,https://avatars.githubusercontent.com/u/73409911?v=4,
